0,1,2,3,4,5,6,7,1,2,3,4,5
0616102,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616103,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616104,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616105,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616106,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616107,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616108,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616109,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616110,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616112,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616113,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616114,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616115,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616116,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616201,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616202,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616203,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616204,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616205,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616206,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616207,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616208,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616209,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616210,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616211,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616212,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616213,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616214,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616215,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616216,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616217,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616218,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616219,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616220,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616221,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616222,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616223,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616224,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616225,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616226,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616227,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616228,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616229,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616230,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616231,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616232,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616233,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616234,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616235,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616236,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616237,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616238,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616239,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616240,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616241,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616242,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616243,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616244,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616245,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616246,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616247,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616248,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616249,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616250,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616301,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616302,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616303,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616304,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616305,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616306,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616307,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616308,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616309,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616310,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616311,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616312,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616313,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616314,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616315,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616316,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616317,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616318,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616319,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616320,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616321,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616322,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616323,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616324,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616325,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616326,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616327,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616328,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616329,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616330,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616331,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616332,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616333,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616334,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616335,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0616336,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0640004,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,演算法,電腦視覺
0640036,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0640041,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0640044,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0640049,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0640050,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0640059,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0640060,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0640067,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0645014,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0645016,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0645017,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0645018,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0645019,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0645020,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0645098,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0645113,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716001,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716002,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716003,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716004,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716005,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716006,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716007,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716008,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716009,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716010,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716011,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716012,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716013,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716014,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716015,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716016,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0716017,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
