0,1,2,3,4,5,6,7,8,9,10
0016307,演算法,作業系統,計算機架構,計算機網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作,虛擬實境與擴增實境
0016308,演算法,作業系統,計算機架構,計算機網路,人工智慧,電腦視覺,無線網路,數位遊戲與學習,機器學習,作業系統設計與實作
0016309,演算法,作業系統,計算機架構,計算機網路,人工智慧,電腦視覺,無線網路,數位遊戲與學習,機器學習,作業系統設計與實作
0016310,演算法,作業系統,計算機架構,計算機網路,人工智慧,無線網路,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
0016311,演算法,作業系統,計算機架構,計算機網路,無線網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,圖形識別
0016312,演算法,作業系統,計算機架構,計算機網路,無線網路,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作,圖形識別
0016313,演算法,作業系統,計算機架構,計算機網路,無線網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
0016314,演算法,作業系統,計算機架構,計算機網路,人工智慧,無線網路,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
0016315,演算法,作業系統,計算機架構,計算機網路,人工智慧,無線網路,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
0016316,演算法,作業系統,計算機架構,計算機網路,人工智慧,無線網路,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
0016317,演算法,作業系統,計算機架構,計算機網路,無線網路,人工智慧,數位遊戲與學習,機器學習,作業系統設計與實作,虛擬實境與擴增實境
0016318,演算法,作業系統,計算機架構,計算機網路,人工智慧,無線網路,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
0016319,演算法,作業系統,計算機架構,計算機網路,無線網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
0016320,演算法,作業系統,計算機架構,計算機網路,無線網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
0016321,演算法,作業系統,計算機架構,計算機網路,人工智慧,無線網路,電腦視覺,數位遊戲與學習,作業系統設計與實作,機器學習
0016322,作業系統,計算機架構,計算機網路,無線網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作,虛擬實境與擴增實境
0016323,作業系統,計算機網路,無線網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,虛擬實境與擴增實境,作業系統設計與實作,圖形識別
0016324,演算法,作業系統,計算機網路,無線網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作,圖形識別
0016325,演算法,作業系統,計算機架構,計算機網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作,虛擬實境與擴增實境
0016326,演算法,計算機網路,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,機器學習,圖形識別,電腦動畫與特效,高等UNIX程式設計
0016327,演算法,作業系統,計算機架構,計算機網路,無線網路,人工智慧,電腦視覺,數位遊戲與學習,機器學習,作業系統設計與實作
